host-relay init
host-TS init
SEMA4_mod init
host-shm init
host-create init
key:800  id:16711683  ptr:e5470000
finish init shmem
Start tracing......
tb total cycle cnt = 14232, load = 0, store = 0
tb total cycle cnt = 14235, load = 0, store = 0
tb total cycle cnt = 14239, load = 0, store = 0
tb total cycle cnt = 14243, load = 0, store = 0
tb total cycle cnt = 14249, load = 0, store = 0
tb total cycle cnt = 14257, load = 0, store = 0
tb total cycle cnt = 14268, load = 0, store = 0
tb total cycle cnt = 14272, load = 0, store = 0
tb total cycle cnt = 14274, load = 0, store = 0
tb total cycle cnt = 14277, load = 0, store = 0
tb total cycle cnt = 14284, load = 0, store = 0
tb total cycle cnt = 14290, load = 0, store = 0
tb total cycle cnt = 14295, load = 0, store = 0
tb total cycle cnt = 14303, load = 0, store = 0
tb total cycle cnt = 14315, load = 0, store = 0
tb total cycle cnt = 14318, load = 0, store = 0
tb total cycle cnt = 14325, load = 0, store = 0
tb total cycle cnt = 14331, load = 0, store = 0
tb total cycle cnt = 14344, load = 0, store = 0
tb total cycle cnt = 14349, load = 0, store = 0
tb total cycle cnt = 14351, load = 0, store = 0
tb total cycle cnt = 14359, load = 0, store = 0
tb total cycle cnt = 14370, load = 0, store = 0
tb total cycle cnt = 14374, load = 0, store = 0
tb total cycle cnt = 14376, load = 0, store = 0
tb total cycle cnt = 14386, load = 0, store = 0
tb total cycle cnt = 14397, load = 0, store = 0
tb total cycle cnt = 14401, load = 0, store = 0
tb total cycle cnt = 14411, load = 0, store = 0
tb total cycle cnt = 14422, load = 0, store = 0
tb total cycle cnt = 14427, load = 0, store = 0
tb total cycle cnt = 14431, load = 0, store = 0
tb total cycle cnt = 14434, load = 0, store = 0
tb total cycle cnt = 14436, load = 0, store = 0
tb total cycle cnt = 14438, load = 0, store = 0
tb total cycle cnt = 14440, load = 0, store = 0
tb total cycle cnt = 14442, load = 0, store = 0
tb total cycle cnt = 14444, load = 0, store = 0
tb total cycle cnt = 14445, load = 0, store = 0
tb total cycle cnt = 14451, load = 0, store = 0
tb total cycle cnt = 14452, load = 0, store = 0
tb total cycle cnt = 14454, load = 0, store = 0
tb total cycle cnt = 14455, load = 0, store = 0
tb total cycle cnt = 14459, load = 0, store = 0
tb total cycle cnt = 14461, load = 0, store = 0
tb total cycle cnt = 14463, load = 0, store = 0
tb total cycle cnt = 14465, load = 0, store = 0
tb total cycle cnt = 14466, load = 0, store = 0
tb total cycle cnt = 14475, load = 0, store = 0
tb total cycle cnt = 14476, load = 0, store = 0
tb total cycle cnt = 14482, load = 0, store = 0
tb total cycle cnt = 14512, load = 0, store = 0
tb total cycle cnt = 14518, load = 0, store = 0
tb total cycle cnt = 14531, load = 0, store = 0
tb total cycle cnt = 14537, load = 0, store = 0
tb total cycle cnt = 14544, load = 0, store = 0
tb total cycle cnt = 14550, load = 0, store = 0
tb total cycle cnt = 14555, load = 0, store = 0
tb total cycle cnt = 14563, load = 0, store = 0
tb total cycle cnt = 14575, load = 0, store = 0
tb total cycle cnt = 14579, load = 0, store = 0
tb total cycle cnt = 14587, load = 0, store = 0
tb total cycle cnt = 14593, load = 0, store = 0
tb total cycle cnt = 14606, load = 0, store = 0
tb total cycle cnt = 14612, load = 0, store = 0
tb total cycle cnt = 14619, load = 0, store = 0
tb total cycle cnt = 14625, load = 0, store = 0
tb total cycle cnt = 14630, load = 0, store = 0
tb total cycle cnt = 14638, load = 0, store = 0
tb total cycle cnt = 14650, load = 0, store = 0
tb total cycle cnt = 14654, load = 0, store = 0
tb total cycle cnt = 14656, load = 0, store = 0
tb total cycle cnt = 14659, load = 0, store = 0
tb total cycle cnt = 14661, load = 0, store = 0
tb total cycle cnt = 14663, load = 0, store = 0
tb total cycle cnt = 14665, load = 0, store = 0
tb total cycle cnt = 14669, load = 0, store = 0
tb total cycle cnt = 14671, load = 0, store = 0
tb total cycle cnt = 14672, load = 0, store = 0
tb total cycle cnt = 14676, load = 0, store = 0
tb total cycle cnt = 14679, load = 0, store = 0
tb total cycle cnt = 14683, load = 0, store = 0
tb total cycle cnt = 14687, load = 0, store = 0
tb total cycle cnt = 14691, load = 0, store = 0
tb total cycle cnt = 14694, load = 0, store = 0
tb total cycle cnt = 14698, load = 0, store = 0
tb total cycle cnt = 14709, load = 0, store = 0
tb total cycle cnt = 14715, load = 0, store = 0
tb total cycle cnt = 14728, load = 0, store = 0
tb total cycle cnt = 14733, load = 0, store = 0
tb total cycle cnt = 14736, load = 0, store = 0
tb total cycle cnt = 14740, load = 0, store = 0
tb total cycle cnt = 14744, load = 0, store = 0
tb total cycle cnt = 14747, load = 0, store = 0
tb total cycle cnt = 14749, load = 0, store = 0
tb total cycle cnt = 14753, load = 0, store = 0
tb total cycle cnt = 14758, load = 0, store = 0
tb total cycle cnt = 14768, load = 0, store = 0
tb total cycle cnt = 14772, load = 0, store = 0
tb total cycle cnt = 14778, load = 0, store = 0
tb total cycle cnt = 14785, load = 0, store = 0
tb total cycle cnt = 14793, load = 0, store = 0
tb total cycle cnt = 14797, load = 0, store = 0
tb total cycle cnt = 14801, load = 0, store = 0
tb total cycle cnt = 14803, load = 0, store = 0
tb total cycle cnt = 14805, load = 0, store = 0
tb total cycle cnt = 14817, load = 0, store = 0
tb total cycle cnt = 14821, load = 0, store = 0
tb total cycle cnt = 14826, load = 0, store = 0
tb total cycle cnt = 14830, load = 0, store = 0
tb total cycle cnt = 14846, load = 0, store = 0
tb total cycle cnt = 14849, load = 0, store = 0
tb total cycle cnt = 14853, load = 0, store = 0
tb total cycle cnt = 14857, load = 0, store = 0
tb total cycle cnt = 14863, load = 0, store = 0
tb total cycle cnt = 14871, load = 0, store = 0
tb total cycle cnt = 14882, load = 0, store = 0
tb total cycle cnt = 14886, load = 0, store = 0
tb total cycle cnt = 14888, load = 0, store = 0
tb total cycle cnt = 14891, load = 0, store = 0
tb total cycle cnt = 14898, load = 0, store = 0
tb total cycle cnt = 14904, load = 0, store = 0
tb total cycle cnt = 14909, load = 0, store = 0
tb total cycle cnt = 14917, load = 0, store = 0
tb total cycle cnt = 14929, load = 0, store = 0
tb total cycle cnt = 14932, load = 0, store = 0
tb total cycle cnt = 14939, load = 0, store = 0
tb total cycle cnt = 14945, load = 0, store = 0
tb total cycle cnt = 14958, load = 0, store = 0
tb total cycle cnt = 14963, load = 0, store = 0
tb total cycle cnt = 14965, load = 0, store = 0
tb total cycle cnt = 14973, load = 0, store = 0
tb total cycle cnt = 14984, load = 0, store = 0
tb total cycle cnt = 14988, load = 0, store = 0
tb total cycle cnt = 14990, load = 0, store = 0
tb total cycle cnt = 15000, load = 0, store = 0
tb total cycle cnt = 15011, load = 0, store = 0
tb total cycle cnt = 15015, load = 0, store = 0
tb total cycle cnt = 15025, load = 0, store = 0
tb total cycle cnt = 15036, load = 0, store = 0
tb total cycle cnt = 15041, load = 0, store = 0
tb total cycle cnt = 15045, load = 0, store = 0
tb total cycle cnt = 15048, load = 0, store = 0
tb total cycle cnt = 15050, load = 0, store = 0
tb total cycle cnt = 15052, load = 0, store = 0
tb total cycle cnt = 15054, load = 0, store = 0
tb total cycle cnt = 15056, load = 0, store = 0
tb total cycle cnt = 15058, load = 0, store = 0
tb total cycle cnt = 15059, load = 0, store = 0
tb total cycle cnt = 15065, load = 0, store = 0
tb total cycle cnt = 15066, load = 0, store = 0
tb total cycle cnt = 15068, load = 0, store = 0
tb total cycle cnt = 15069, load = 0, store = 0
tb total cycle cnt = 15073, load = 0, store = 0
tb total cycle cnt = 15075, load = 0, store = 0
tb total cycle cnt = 15077, load = 0, store = 0
tb total cycle cnt = 15079, load = 0, store = 0
tb total cycle cnt = 15080, load = 0, store = 0
tb total cycle cnt = 15089, load = 0, store = 0
tb total cycle cnt = 15090, load = 0, store = 0
tb total cycle cnt = 15096, load = 0, store = 0
tb total cycle cnt = 15126, load = 0, store = 0
tb total cycle cnt = 15132, load = 0, store = 0
tb total cycle cnt = 15145, load = 0, store = 0
tb total cycle cnt = 15151, load = 0, store = 0
tb total cycle cnt = 15158, load = 0, store = 0
tb total cycle cnt = 15164, load = 0, store = 0
tb total cycle cnt = 15169, load = 0, store = 0
tb total cycle cnt = 15177, load = 0, store = 0
tb total cycle cnt = 15189, load = 0, store = 0
tb total cycle cnt = 15193, load = 0, store = 0
tb total cycle cnt = 15201, load = 0, store = 0
tb total cycle cnt = 15207, load = 0, store = 0
tb total cycle cnt = 15220, load = 0, store = 0
tb total cycle cnt = 15226, load = 0, store = 0
tb total cycle cnt = 15233, load = 0, store = 0
tb total cycle cnt = 15239, load = 0, store = 0
tb total cycle cnt = 15244, load = 0, store = 0
tb total cycle cnt = 15252, load = 0, store = 0
tb total cycle cnt = 15264, load = 0, store = 0
tb total cycle cnt = 15268, load = 0, store = 0
tb total cycle cnt = 15270, load = 0, store = 0
tb total cycle cnt = 15273, load = 0, store = 0
tb total cycle cnt = 15275, load = 0, store = 0
tb total cycle cnt = 15277, load = 0, store = 0
tb total cycle cnt = 15279, load = 0, store = 0
tb total cycle cnt = 15283, load = 0, store = 0
tb total cycle cnt = 15285, load = 0, store = 0
tb total cycle cnt = 15286, load = 0, store = 0
tb total cycle cnt = 15290, load = 0, store = 0
tb total cycle cnt = 15293, load = 0, store = 0
tb total cycle cnt = 15297, load = 0, store = 0
tb total cycle cnt = 15301, load = 0, store = 0
tb total cycle cnt = 15305, load = 0, store = 0
tb total cycle cnt = 15308, load = 0, store = 0
tb total cycle cnt = 15312, load = 0, store = 0
tb total cycle cnt = 15323, load = 0, store = 0
tb total cycle cnt = 15329, load = 0, store = 0
tb total cycle cnt = 15342, load = 0, store = 0
tb total cycle cnt = 15347, load = 0, store = 0
tb total cycle cnt = 15350, load = 0, store = 0
tb total cycle cnt = 15354, load = 0, store = 0
tb total cycle cnt = 15358, load = 0, store = 0
tb total cycle cnt = 15361, load = 0, store = 0
tb total cycle cnt = 15363, load = 0, store = 0
tb total cycle cnt = 15367, load = 0, store = 0
tb total cycle cnt = 15372, load = 0, store = 0
tb total cycle cnt = 15382, load = 0, store = 0
tb total cycle cnt = 15386, load = 0, store = 0
tb total cycle cnt = 15392, load = 0, store = 0
tb total cycle cnt = 15399, load = 0, store = 0
tb total cycle cnt = 15407, load = 0, store = 0
tb total cycle cnt = 15411, load = 0, store = 0
tb total cycle cnt = 15415, load = 0, store = 0
tb total cycle cnt = 15417, load = 0, store = 0
tb total cycle cnt = 15419, load = 0, store = 0
tb total cycle cnt = 15431, load = 0, store = 0
tb total cycle cnt = 15435, load = 0, store = 0
tb total cycle cnt = 15440, load = 0, store = 0
tb total cycle cnt = 15444, load = 0, store = 0
tb total cycle cnt = 15460, load = 0, store = 0
tb total cycle cnt = 15463, load = 0, store = 0
tb total cycle cnt = 15467, load = 0, store = 0
tb total cycle cnt = 15471, load = 0, store = 0
tb total cycle cnt = 15477, load = 0, store = 0
tb total cycle cnt = 15485, load = 0, store = 0
tb total cycle cnt = 15496, load = 0, store = 0
tb total cycle cnt = 15500, load = 0, store = 0
tb total cycle cnt = 15502, load = 0, store = 0
tb total cycle cnt = 15505, load = 0, store = 0
tb total cycle cnt = 15512, load = 0, store = 0
tb total cycle cnt = 15518, load = 0, store = 0
tb total cycle cnt = 15523, load = 0, store = 0
tb total cycle cnt = 15531, load = 0, store = 0
tb total cycle cnt = 15543, load = 0, store = 0
tb total cycle cnt = 15546, load = 0, store = 0
tb total cycle cnt = 15553, load = 0, store = 0
tb total cycle cnt = 15559, load = 0, store = 0
tb total cycle cnt = 15572, load = 0, store = 0
tb total cycle cnt = 15577, load = 0, store = 0
tb total cycle cnt = 15579, load = 0, store = 0
tb total cycle cnt = 15587, load = 0, store = 0
tb total cycle cnt = 15598, load = 0, store = 0
tb total cycle cnt = 15602, load = 0, store = 0
tb total cycle cnt = 15604, load = 0, store = 0
tb total cycle cnt = 15614, load = 0, store = 0
tb total cycle cnt = 15625, load = 0, store = 0
tb total cycle cnt = 15629, load = 0, store = 0
tb total cycle cnt = 15639, load = 0, store = 0
tb total cycle cnt = 15650, load = 0, store = 0
tb total cycle cnt = 15655, load = 0, store = 0
tb total cycle cnt = 15659, load = 0, store = 0
tb total cycle cnt = 15662, load = 0, store = 0
tb total cycle cnt = 15664, load = 0, store = 0
tb total cycle cnt = 15666, load = 0, store = 0
tb total cycle cnt = 15668, load = 0, store = 0
tb total cycle cnt = 15670, load = 0, store = 0
tb total cycle cnt = 15672, load = 0, store = 0
tb total cycle cnt = 15673, load = 0, store = 0
tb total cycle cnt = 15679, load = 0, store = 0
tb total cycle cnt = 15680, load = 0, store = 0
tb total cycle cnt = 15682, load = 0, store = 0
tb total cycle cnt = 15683, load = 0, store = 0
tb total cycle cnt = 15687, load = 0, store = 0
tb total cycle cnt = 15689, load = 0, store = 0
tb total cycle cnt = 15691, load = 0, store = 0
tb total cycle cnt = 15693, load = 0, store = 0
tb total cycle cnt = 15694, load = 0, store = 0
tb total cycle cnt = 15703, load = 0, store = 0
tb total cycle cnt = 15704, load = 0, store = 0
tb total cycle cnt = 15710, load = 0, store = 0
tb total cycle cnt = 15740, load = 0, store = 0
tb total cycle cnt = 15746, load = 0, store = 0
tb total cycle cnt = 15759, load = 0, store = 0
tb total cycle cnt = 15765, load = 0, store = 0
tb total cycle cnt = 15772, load = 0, store = 0
tb total cycle cnt = 15778, load = 0, store = 0
tb total cycle cnt = 15783, load = 0, store = 0
tb total cycle cnt = 15791, load = 0, store = 0
tb total cycle cnt = 15803, load = 0, store = 0
tb total cycle cnt = 15807, load = 0, store = 0
tb total cycle cnt = 15815, load = 0, store = 0
tb total cycle cnt = 15821, load = 0, store = 0
tb total cycle cnt = 15834, load = 0, store = 0
tb total cycle cnt = 15840, load = 0, store = 0
tb total cycle cnt = 15847, load = 0, store = 0
tb total cycle cnt = 15853, load = 0, store = 0
tb total cycle cnt = 15858, load = 0, store = 0
tb total cycle cnt = 15866, load = 0, store = 0
tb total cycle cnt = 15878, load = 0, store = 0
tb total cycle cnt = 15882, load = 0, store = 0
tb total cycle cnt = 15884, load = 0, store = 0
tb total cycle cnt = 15887, load = 0, store = 0
tb total cycle cnt = 15889, load = 0, store = 0
tb total cycle cnt = 15891, load = 0, store = 0
tb total cycle cnt = 15893, load = 0, store = 0
tb total cycle cnt = 15894, load = 0, store = 0
tb total cycle cnt = 15903, load = 0, store = 0
tb total cycle cnt = 15909, load = 0, store = 0
tb total cycle cnt = 15922, load = 0, store = 0
tb total cycle cnt = 15928, load = 0, store = 0
tb total cycle cnt = 15930, load = 0, store = 0
tb total cycle cnt = 15932, load = 0, store = 0
tb total cycle cnt = 15933, load = 0, store = 0
tb total cycle cnt = 15937, load = 0, store = 0
tb total cycle cnt = 15940, load = 0, store = 0
tb total cycle cnt = 15944, load = 0, store = 0
tb total cycle cnt = 15948, load = 0, store = 0
tb total cycle cnt = 15952, load = 0, store = 0
tb total cycle cnt = 15955, load = 0, store = 0
tb total cycle cnt = 15959, load = 0, store = 0
tb total cycle cnt = 15970, load = 0, store = 0
tb total cycle cnt = 15976, load = 0, store = 0
tb total cycle cnt = 15989, load = 0, store = 0
tb total cycle cnt = 15994, load = 0, store = 0
tb total cycle cnt = 15997, load = 0, store = 0
tb total cycle cnt = 16001, load = 0, store = 0
tb total cycle cnt = 16005, load = 0, store = 0
tb total cycle cnt = 16009, load = 0, store = 0
tb total cycle cnt = 16012, load = 0, store = 0
tb total cycle cnt = 16016, load = 0, store = 0
tb total cycle cnt = 16027, load = 0, store = 0
tb total cycle cnt = 16033, load = 0, store = 0
tb total cycle cnt = 16046, load = 0, store = 0
tb total cycle cnt = 16051, load = 0, store = 0
tb total cycle cnt = 16054, load = 0, store = 0
tb total cycle cnt = 16058, load = 0, store = 0
tb total cycle cnt = 16062, load = 0, store = 0
tb total cycle cnt = 16065, load = 0, store = 0
tb total cycle cnt = 16067, load = 0, store = 0
tb total cycle cnt = 16071, load = 0, store = 0
tb total cycle cnt = 16076, load = 0, store = 0
tb total cycle cnt = 16086, load = 0, store = 0
tb total cycle cnt = 16090, load = 0, store = 0
tb total cycle cnt = 16096, load = 0, store = 0
tb total cycle cnt = 16103, load = 0, store = 0
tb total cycle cnt = 16111, load = 0, store = 0
tb total cycle cnt = 16115, load = 0, store = 0
tb total cycle cnt = 16119, load = 0, store = 0
tb total cycle cnt = 16121, load = 0, store = 0
tb total cycle cnt = 16123, load = 0, store = 0
tb total cycle cnt = 16125, load = 0, store = 0
tb total cycle cnt = 16136, load = 0, store = 0
tb total cycle cnt = 16140, load = 0, store = 0
tb total cycle cnt = 16145, load = 0, store = 0
tb total cycle cnt = 16149, load = 0, store = 0
tb total cycle cnt = 16165, load = 0, store = 0
tb total cycle cnt = 16168, load = 0, store = 0
tb total cycle cnt = 16172, load = 0, store = 0
tb total cycle cnt = 16176, load = 0, store = 0
tb total cycle cnt = 16182, load = 0, store = 0
tb total cycle cnt = 16190, load = 0, store = 0
tb total cycle cnt = 16201, load = 0, store = 0
tb total cycle cnt = 16205, load = 0, store = 0
tb total cycle cnt = 16208, load = 0, store = 0
tb total cycle cnt = 16212, load = 0, store = 0
tb total cycle cnt = 16227, load = 0, store = 0
tb total cycle cnt = 16232, load = 0, store = 0
tb total cycle cnt = 16236, load = 0, store = 0
tb total cycle cnt = 16250, load = 0, store = 0
tb total cycle cnt = 16256, load = 0, store = 0
tb total cycle cnt = 16264, load = 0, store = 0
host-relay: a
host-relay: start trace log....
tb total cycle cnt = 16268, load = 0, store = 0
tb total cycle cnt = 16343, load = 0, store = 0
tb total cycle cnt = 16361, load = 27, store = 9
tb total cycle cnt = 16372, load = 29, store = 18
tb total cycle cnt = 16374, load = 29, store = 18
tb total cycle cnt = 16377, load = 29, store = 18
tb total cycle cnt = 16381, load = 29, store = 18
tb total cycle cnt = 16394, load = 29, store = 18
tb total cycle cnt = 16397, load = 30, store = 19
tb total cycle cnt = 16417, load = 30, store = 19
tb total cycle cnt = 16418, load = 30, store = 31
tb total cycle cnt = 16427, load = 30, store = 31
tb total cycle cnt = 16433, load = 30, store = 31
tb total cycle cnt = 16452, load = 30, store = 31
tb total cycle cnt = 16459, load = 39, store = 31
tb total cycle cnt = 16463, load = 40, store = 31
tb total cycle cnt = 16472, load = 40, store = 31
tb total cycle cnt = 16477, load = 40, store = 31
tb total cycle cnt = 16480, load = 40, store = 31
tb total cycle cnt = 16489, load = 40, store = 31
tb total cycle cnt = 16500, load = 42, store = 32
tb total cycle cnt = 16502, load = 42, store = 32
tb total cycle cnt = 16505, load = 42, store = 32
tb total cycle cnt = 16509, load = 42, store = 32
tb total cycle cnt = 16519, load = 42, store = 32
tb total cycle cnt = 16524, load = 43, store = 33
tb total cycle cnt = 16527, load = 43, store = 34
tb total cycle cnt = 16548, load = 43, store = 34
tb total cycle cnt = 16550, load = 43, store = 46
tb total cycle cnt = 16567, load = 43, store = 46
tb total cycle cnt = 16572, load = 43, store = 46
tb total cycle cnt = 16586, load = 43, store = 46
tb total cycle cnt = 16593, load = 51, store = 46
tb total cycle cnt = 16597, load = 52, store = 46
tb total cycle cnt = 16606, load = 52, store = 46
tb total cycle cnt = 16612, load = 52, store = 46
tb total cycle cnt = 16621, load = 52, store = 46
tb total cycle cnt = 16632, load = 54, store = 47
tb total cycle cnt = 16634, load = 54, store = 47
tb total cycle cnt = 16637, load = 54, store = 47
tb total cycle cnt = 16641, load = 54, store = 47
tb total cycle cnt = 16654, load = 54, store = 47
tb total cycle cnt = 16657, load = 55, store = 48
tb total cycle cnt = 16677, load = 55, store = 48
tb total cycle cnt = 16678, load = 55, store = 60
tb total cycle cnt = 16687, load = 55, store = 60
tb total cycle cnt = 16693, load = 55, store = 60
tb total cycle cnt = 16712, load = 55, store = 60
tb total cycle cnt = 16719, load = 64, store = 60
tb total cycle cnt = 16723, load = 65, store = 60
tb total cycle cnt = 16732, load = 65, store = 60
tb total cycle cnt = 16737, load = 65, store = 60
tb total cycle cnt = 16740, load = 65, store = 60
tb total cycle cnt = 16749, load = 65, store = 60
tb total cycle cnt = 16760, load = 67, store = 61
tb total cycle cnt = 16762, load = 67, store = 61
tb total cycle cnt = 16765, load = 67, store = 61
tb total cycle cnt = 16769, load = 67, store = 61
tb total cycle cnt = 16779, load = 67, store = 61
tb total cycle cnt = 16784, load = 68, store = 62
tb total cycle cnt = 16787, load = 68, store = 63
tb total cycle cnt = 16808, load = 68, store = 63
tb total cycle cnt = 16810, load = 68, store = 75
tb total cycle cnt = 16827, load = 68, store = 75
tb total cycle cnt = 16832, load = 68, store = 75
tb total cycle cnt = 16846, load = 68, store = 75
tb total cycle cnt = 16853, load = 76, store = 75
tb total cycle cnt = 16857, load = 77, store = 75
tb total cycle cnt = 16866, load = 77, store = 75
tb total cycle cnt = 16872, load = 77, store = 75
tb total cycle cnt = 16881, load = 77, store = 75
tb total cycle cnt = 16890, load = 79, store = 76
tb total cycle cnt = 16895, load = 79, store = 76
tb total cycle cnt = 16901, load = 79, store = 76
tb total cycle cnt = 16910, load = 80, store = 76
tb total cycle cnt = 16932, load = 80, store = 76
tb total cycle cnt = 16938, load = 80, store = 76
tb total cycle cnt = 16947, load = 81, store = 76
tb total cycle cnt = 16957, load = 81, store = 76
tb total cycle cnt = 16960, load = 81, store = 76
tb total cycle cnt = 16968, load = 81, store = 76
tb total cycle cnt = 16977, load = 83, store = 76
tb total cycle cnt = 16982, load = 83, store = 76
tb total cycle cnt = 16988, load = 83, store = 76
tb total cycle cnt = 16997, load = 84, store = 76
tb total cycle cnt = 17007, load = 84, store = 76
tb total cycle cnt = 17010, load = 84, store = 76
tb total cycle cnt = 17016, load = 84, store = 76
tb total cycle cnt = 17025, load = 85, store = 76
tb total cycle cnt = 17035, load = 85, store = 76
tb total cycle cnt = 17038, load = 85, store = 76
tb total cycle cnt = 17046, load = 85, store = 76
tb total cycle cnt = 17055, load = 87, store = 76
tb total cycle cnt = 17060, load = 87, store = 76
tb total cycle cnt = 17066, load = 87, store = 76
tb total cycle cnt = 17075, load = 88, store = 76
tb total cycle cnt = 17097, load = 88, store = 76
tb total cycle cnt = 17102, load = 88, store = 76
tb total cycle cnt = 17108, load = 88, store = 76
tb total cycle cnt = 17119, load = 88, store = 76
tb total cycle cnt = 17123, load = 88, store = 76
tb total cycle cnt = 17127, load = 88, store = 76
tb total cycle cnt = 17132, load = 88, store = 76
tb total cycle cnt = 17138, load = 88, store = 76
tb total cycle cnt = 17142, load = 88, store = 76
tb total cycle cnt = 17151, load = 88, store = 76
tb total cycle cnt = 17155, load = 88, store = 76
tb total cycle cnt = 17159, load = 88, store = 76
tb total cycle cnt = 17167, load = 88, store = 76
tb total cycle cnt = 17176, load = 90, store = 76
tb total cycle cnt = 17181, load = 90, store = 76
tb total cycle cnt = 17187, load = 90, store = 76
tb total cycle cnt = 17196, load = 91, store = 76
tb total cycle cnt = 17206, load = 91, store = 76
tb total cycle cnt = 17209, load = 91, store = 76
tb total cycle cnt = 17217, load = 91, store = 76
tb total cycle cnt = 17226, load = 93, store = 76
tb total cycle cnt = 17231, load = 93, store = 76
tb total cycle cnt = 17237, load = 93, store = 76
tb total cycle cnt = 17246, load = 94, store = 76
tb total cycle cnt = 17268, load = 94, store = 76
tb total cycle cnt = 17273, load = 94, store = 76
tb total cycle cnt = 17279, load = 94, store = 76
tb total cycle cnt = 17292, load = 94, store = 76
tb total cycle cnt = 17296, load = 94, store = 76
tb total cycle cnt = 17300, load = 94, store = 76
tb total cycle cnt = 17306, load = 94, store = 76
tb total cycle cnt = 17317, load = 94, store = 77
tb total cycle cnt = 17326, load = 94, store = 77
tb total cycle cnt = 17337, load = 95, store = 77
tb total cycle cnt = 17343, load = 95, store = 77
tb total cycle cnt = 17366, load = 95, store = 77
tb total cycle cnt = 17371, load = 96, store = 85
tb total cycle cnt = 17377, load = 96, store = 85
tb total cycle cnt = 17386, load = 96, store = 85
tb total cycle cnt = 17387, load = 98, store = 85
tb total cycle cnt = 17391, load = 98, store = 85
tb total cycle cnt = 17393, load = 98, store = 85
tb total cycle cnt = 17397, load = 98, store = 85
tb total cycle cnt = 17408, load = 98, store = 85
tb total cycle cnt = 17416, load = 98, store = 85
tb total cycle cnt = 17418, load = 98, store = 85
tb total cycle cnt = 17434, load = 98, store = 85
tb total cycle cnt = 17440, load = 99, store = 91
tb total cycle cnt = 17454, load = 99, store = 91
tb total cycle cnt = 17461, load = 99, store = 91
tb total cycle cnt = 17469, load = 99, store = 91
tb total cycle cnt = 17479, load = 99, store = 91
tb total cycle cnt = 17483, load = 105, store = 91
tb total cycle cnt = 17505, load = 105, store = 91
tb total cycle cnt = 17511, load = 106, store = 102
tb total cycle cnt = 17517, load = 107, store = 102
tb total cycle cnt = 17524, load = 108, store = 102
tb total cycle cnt = 17539, load = 108, store = 102
tb total cycle cnt = 17562, load = 109, store = 106
tb total cycle cnt = 17569, load = 109, store = 106
tb total cycle cnt = 17575, load = 109, store = 106
tb total cycle cnt = 17580, load = 109, store = 106
tb total cycle cnt = 17587, load = 109, store = 106
tb total cycle cnt = 17594, load = 113, store = 106
tb total cycle cnt = 17609, load = 113, store = 106
tb total cycle cnt = 17632, load = 114, store = 110
tb total cycle cnt = 17639, load = 114, store = 110
tb total cycle cnt = 17645, load = 114, store = 110
tb total cycle cnt = 17650, load = 114, store = 110
tb total cycle cnt = 17657, load = 114, store = 110
tb total cycle cnt = 17668, load = 118, store = 110
tb total cycle cnt = 17686, load = 119, store = 110
tb total cycle cnt = 17689, load = 121, store = 116
tb total cycle cnt = 17704, load = 121, store = 116
tb total cycle cnt = 17727, load = 122, store = 120
tb total cycle cnt = 17734, load = 122, store = 120
tb total cycle cnt = 17740, load = 122, store = 120
tb total cycle cnt = 17745, load = 122, store = 120
tb total cycle cnt = 17752, load = 122, store = 120
tb total cycle cnt = 17759, load = 126, store = 120
tb total cycle cnt = 17768, load = 128, store = 120
tb total cycle cnt = 17771, load = 128, store = 122
tb total cycle cnt = 17783, load = 128, store = 122
tb total cycle cnt = 17788, load = 129, store = 122
tb total cycle cnt = 17799, load = 129, store = 122
tb total cycle cnt = 17806, load = 129, store = 122
tb total cycle cnt = 17811, load = 131, store = 122
tb total cycle cnt = 17815, load = 131, store = 122
tb total cycle cnt = 17817, load = 131, store = 122
tb total cycle cnt = 17819, load = 131, store = 122
tb total cycle cnt = 17824, load = 131, store = 122
tb total cycle cnt = 17839, load = 131, store = 122
tb total cycle cnt = 17862, load = 132, store = 126
tb total cycle cnt = 17869, load = 132, store = 126
tb total cycle cnt = 17875, load = 132, store = 126
tb total cycle cnt = 17880, load = 132, store = 126
tb total cycle cnt = 17887, load = 132, store = 126
tb total cycle cnt = 17892, load = 136, store = 126
tb total cycle cnt = 17901, load = 138, store = 126
tb total cycle cnt = 17904, load = 138, store = 128
tb total cycle cnt = 17916, load = 138, store = 128
tb total cycle cnt = 17921, load = 139, store = 128
tb total cycle cnt = 17932, load = 139, store = 128
tb total cycle cnt = 17939, load = 139, store = 128
tb total cycle cnt = 17944, load = 141, store = 128
tb total cycle cnt = 17959, load = 141, store = 128
tb total cycle cnt = 17982, load = 142, store = 132
tb total cycle cnt = 17989, load = 142, store = 132
tb total cycle cnt = 17995, load = 142, store = 132
tb total cycle cnt = 18000, load = 142, store = 132
tb total cycle cnt = 18007, load = 142, store = 132
tb total cycle cnt = 18012, load = 146, store = 132
tb total cycle cnt = 18021, load = 148, store = 132
tb total cycle cnt = 18024, load = 148, store = 134
tb total cycle cnt = 18036, load = 148, store = 134
tb total cycle cnt = 18041, load = 149, store = 134
tb total cycle cnt = 18052, load = 149, store = 134
tb total cycle cnt = 18059, load = 149, store = 134
tb total cycle cnt = 18064, load = 151, store = 134
tb total cycle cnt = 18069, load = 151, store = 134
tb total cycle cnt = 18084, load = 151, store = 134
